Lat,Lon,cluster
40.7062,-73.7891,4
40.7444,-73.9731,3
40.7869,-73.9534,3
40.7724,-73.9671,3
40.7646,-73.9717,3
40.7248,-73.9945,0
40.7235,-74.0048,0
40.7411,-73.9925,0
40.7729,-73.9544,3
40.7497,-73.9833,3
40.7171,-74.0091,0
40.7667,-73.9542,3
40.6857,-73.9858,0
40.7257,-74.0039,0
40.7447,-74.0048,0
40.7329,-74.0064,0
40.7385,-73.9804,0
40.7161,-74.015,0
40.6504,-73.939,0
40.7683,-73.8622,1
40.7682,-73.8869,1
40.7151,-74.002,0
40.7793,-73.9198,1
40.7387,-73.9828,0
40.7614,-73.9999,3
40.8076,-73.943,3
40.7112,-74.0064,0
40.5972,-73.9552,0
40.7876,-73.9714,3
40.754,-73.9763,3
40.7423,-74.0038,0
40.6852,-73.9206,0
40.7192,-73.9643,0
40.7741,-73.8726,1
40.6943,-73.8402,4
40.7642,-73.9809,3
40.7354,-73.9921,0
40.7247,-73.984,0
40.7246,-73.9986,0
40.7735,-73.9475,3
40.7268,-73.9949,0
40.7364,-73.9924,0
40.717,-74.0062,0
40.7591,-73.9941,3
40.7484,-73.9762,3
40.7635,-73.9777,3
40.7459,-74.0085,0
40.7731,-73.9515,3
40.7208,-73.9894,0
40.7338,-74.0026,0
40.7421,-74.0046,0
40.7255,-74.0044,0
40.7275,-74.0073,0
40.6687,-73.9801,0
40.7563,-73.9786,3
40.7537,-73.9719,3
40.6974,-73.9317,0
40.7596,-73.968,3
40.7478,-73.9909,3
40.733,-73.9944,0
40.7243,-73.9978,0
40.7395,-73.9897,0
40.745,-73.9888,3
40.7949,-73.9762,3
40.7632,-73.979,3
40.7542,-73.974,3
40.7041,-74.0101,0
40.7559,-73.9827,3
40.745,-73.9787,3
40.7772,-73.9552,3
40.7421,-74.0046,0
40.6871,-73.9894,0
40.7448,-74.0063,0
40.7193,-73.9933,0
40.7165,-73.9958,0
40.7576,-73.9767,3
40.7331,-73.9752,0
40.7303,-73.9982,0
40.7193,-74.0105,0
40.7161,-73.9391,0
40.6466,-73.7812,4
40.7558,-73.9835,3
40.7233,-73.9912,0
40.7808,-73.961,3
40.7533,-73.9809,3
40.8269,-73.9235,1
40.7452,-73.9881,3
40.7096,-74.0179,0
40.7084,-74.0048,0
40.7512,-74.0065,3
40.7732,-73.8857,1
40.7537,-73.9744,3
40.7338,-74.0073,0
40.7366,-74.0011,0
40.8082,-73.9424,3
40.7637,-73.9797,3
40.748,-73.9891,3
40.733,-73.9815,0
40.7516,-73.9768,3
40.7188,-74.0107,0
40.6795,-74.0118,0
40.7627,-73.9826,3
40.7706,-73.9569,3
40.7389,-73.9983,0
40.7545,-73.9735,3
40.7578,-73.9894,3
40.758,-73.9723,3
40.763,-73.9821,3
40.76,-73.9729,3
40.7206,-73.995,0
40.7439,-73.99,3
40.7166,-73.9974,0
40.7512,-73.9871,3
40.7266,-74.0025,0
40.7716,-73.9831,3
40.7158,-74.0153,0
40.7488,-73.9737,3
40.7644,-73.9713,3
40.7306,-74.0039,0
40.7602,-73.985,3
40.7616,-74.0003,3
40.7366,-73.9907,0
40.7488,-73.9885,3
40.7517,-74.0078,3
40.6754,-73.9887,0
40.7141,-74.015,0
40.7074,-74.0081,0
40.7382,-73.9893,0
40.756,-73.9832,3
40.7346,-73.9924,0
40.7542,-74.025,0
40.6813,-73.8729,4
40.7244,-73.9978,0
40.7564,-73.8513,1
40.6956,-74.1782,2
40.736,-73.9957,0
40.7214,-73.995,0
40.7741,-73.8729,1
40.7213,-74.0085,0
40.7382,-74.0085,0
40.7255,-74.0099,0
40.6899,-73.9803,0
40.7281,-74.0029,0
40.7193,-73.9972,0
40.7252,-74.0046,0
40.7418,-73.9924,0
40.7754,-73.95,3
40.7565,-73.987,3
40.7198,-74.0002,0
40.778,-73.9587,3
40.7702,-73.9175,1
40.703,-74.0079,0
40.7583,-73.9726,3
40.7313,-73.9864,0
40.6837,-73.9806,0
40.7457,-74.0015,0
40.765,-73.9685,3
40.7505,-73.9871,3
40.7108,-74.0056,0
41.0322,-73.769,1
40.7146,-74.0158,0
40.7507,-73.9734,3
40.7784,-73.9771,3
40.7634,-73.9633,3
40.689,-73.971,0
40.7818,-73.9809,3
40.7394,-73.9897,0
40.7544,-73.9844,3
40.7335,-73.9975,0
40.7182,-74.0146,0
40.6476,-73.9023,0
40.7942,-73.974,3
40.7638,-73.9734,3
40.7543,-73.9732,3
40.6698,-73.9893,0
40.7601,-73.9667,3
40.7444,-74.0066,0
40.7655,-73.9789,3
40.7056,-74.0091,0
40.7763,-74.0169,3
40.7251,-74.0015,0
40.7637,-73.9962,3
40.6126,-73.9748,0
40.7187,-73.9621,0
40.6229,-74.0284,0
40.723,-73.9947,0
40.6447,-73.7825,4
40.742,-73.9748,3
40.7383,-73.999,0
40.7413,-74.0082,0
40.7288,-73.9881,0
40.7561,-73.9636,3
40.776,-73.9592,3
40.7563,-73.9719,3
40.645,-73.782,4
40.7496,-73.9917,3
40.7729,-73.8857,1
40.7648,-73.978,3
40.749,-73.9778,3
40.7671,-73.9536,3
40.7451,-74.0061,0
40.7576,-73.9729,3
40.7215,-73.9876,0
40.7503,-73.9693,3
40.7843,-73.971,3
40.7691,-73.9812,3
40.7694,-73.963,3
40.7342,-74.003,0
40.7219,-73.9921,0
40.7792,-73.9611,3
40.8279,-73.9247,1
40.7237,-74.0032,0
40.7268,-73.9946,0
40.7468,-73.941,3
40.7112,-74.0059,0
40.6959,-73.9828,0
40.7464,-73.98,3
40.7749,-73.9568,3
40.7221,-74.0029,0
40.7601,-73.9846,3
40.7168,-73.9636,0
40.7082,-74.0115,0
40.7403,-73.9975,0
40.7307,-73.8587,1
40.7703,-73.9665,3
40.7353,-74.0098,0
40.7314,-74.0056,0
40.7304,-74.0001,0
40.7481,-73.988,3
40.8118,-73.9408,3
40.7198,-74.0051,0
40.7675,-73.9664,3
40.7284,-74.0019,0
40.7515,-73.9858,3
40.7329,-73.9924,0
40.5975,-73.9686,0
40.7517,-74.004,3
40.7384,-73.9935,0
40.7679,-73.9916,3
40.7765,-73.9566,3
40.6757,-73.9778,0
40.7789,-73.9559,3
40.703,-73.9876,0
40.6912,-73.9924,0
40.7558,-73.9752,3
40.7538,-73.974,3
40.7451,-73.9358,3
40.7591,-73.9704,3
40.7245,-73.9912,0
40.7299,-73.9578,0
40.7199,-74.0016,0
40.751,-73.9928,3
40.7436,-73.9879,3
40.7319,-74.0094,0
40.7223,-74.0105,0
40.6009,-73.9985,0
40.6364,-74.0368,0
40.8109,-73.9585,3
40.7723,-73.9559,3
40.719,-74.0343,0
40.7143,-74.0066,0
40.745,-73.9886,3
40.6457,-73.8812,4
40.7271,-73.9956,0
40.7469,-73.985,3
40.7581,-73.9736,3
40.7454,-73.9714,3
40.7554,-73.9828,3
40.7822,-73.9596,3
40.735,-74.0016,0
40.7233,-73.9975,0
40.7705,-73.8752,1
40.7576,-73.9758,3
40.804,-73.9545,3
40.6815,-73.9976,0
40.7795,-73.9566,3
40.7275,-74.0015,0
40.7412,-73.9855,0
40.7335,-73.9996,0
40.7364,-73.9891,0
40.7854,-73.955,3
40.8157,-73.8566,1
40.7767,-73.961,3
40.7457,-73.9955,3
40.7333,-73.9597,3
40.7651,-73.9753,3
40.8513,-73.9401,1
40.7596,-73.9912,3
40.7276,-74.0073,0
40.7553,-73.9771,3
40.7243,-73.9979,0
40.7114,-74.0167,0
40.7155,-74.0111,0
40.671,-73.9578,0
40.7588,-73.9895,3
40.6781,-73.9686,0
40.7808,-73.9559,3
40.7141,-73.9559,0
40.7426,-73.9967,0
40.7627,-73.9769,3
40.7204,-73.9619,0
40.7271,-73.9842,0
40.7442,-74.0066,0
40.7263,-73.9986,0
40.7685,-73.9822,3
40.6878,-74.182,2
40.7693,-73.8898,1
40.7618,-73.9791,3
40.7395,-73.9923,0
40.7388,-74.0382,0
40.7577,-73.9694,3
40.7198,-73.9943,0
40.7066,-74.0153,0
40.7209,-73.9597,0
40.7332,-74.0043,0
40.7631,-73.978,3
40.7697,-73.9546,3
40.6465,-73.7898,4
40.6877,-73.9737,0
40.7269,-73.9928,0
40.7228,-73.993,0
40.7263,-73.996,0
40.7607,-73.9713,3
40.7607,-73.9706,3
40.73,-73.9927,0
40.7174,-73.9585,0
40.8095,-73.9537,3
40.8079,-73.9537,3
40.7301,-73.9918,0
40.8129,-73.9518,3
40.7553,-73.9812,3
40.7192,-74.0051,0
40.7727,-73.9795,3
40.7771,-73.989,3
40.7251,-74.0042,0
40.7225,-73.98,0
40.745,-73.9901,3
40.7315,-73.9916,0
40.7103,-74.0095,0
40.7597,-73.9674,3
40.7652,-73.9695,3
40.7163,-74.0093,0
40.7662,-73.9641,3
40.7692,-73.8762,1
40.7619,-73.9728,3
40.7698,-73.9942,3
40.7355,-74.0033,0
40.6465,-73.7897,4
40.8119,-73.9513,3
40.73,-74.0035,0
40.759,-73.9784,3
40.7119,-74.0062,0
40.7342,-73.9865,0
40.7559,-73.9753,3
40.7273,-74.0003,0
40.748,-74.0048,0
40.7804,-73.9612,3
40.745,-73.985,3
40.7246,-74.0045,0
40.725,-73.996,0
40.7589,-73.9703,3
40.79,-73.9746,3
40.6889,-73.986,0
40.7305,-73.95,3
40.7538,-73.9888,3
40.7744,-73.9773,3
40.7484,-73.9426,3
40.7186,-73.9983,0
40.7638,-73.9637,3
40.7739,-73.8722,1
40.7385,-73.992,0
40.7538,-73.987,3
40.7327,-74.0033,0
40.7365,-73.9372,3
40.7432,-73.9891,3
40.6562,-74.3027,2
40.7745,-73.9459,3
40.7148,-74.0159,0
40.7263,-74.002,0
40.7313,-74.0067,0
40.7462,-73.989,3
40.7765,-73.9598,3
40.7677,-73.9851,3
40.7696,-73.9628,3
40.7591,-73.9941,3
40.6449,-73.7821,4
40.6753,-73.9887,0
40.645,-73.7817,4
40.7618,-73.971,3
40.7216,-73.9876,0
40.7162,-74.0043,0
40.7378,-73.9937,0
40.7551,-73.9768,3
40.7593,-73.9868,3
40.7621,-73.9413,3
40.6873,-73.9792,0
40.7454,-74.0046,0
40.75,-73.9769,3
40.7732,-73.8857,1
40.7519,-73.9888,3
41.0057,-73.777,1
40.7709,-73.9672,3
40.6868,-73.8245,4
40.713,-73.9664,0
40.7629,-73.9759,3
40.7431,-73.9779,3
40.7434,-73.9889,3
40.7345,-74.0047,0
40.793,-73.9717,3
40.7645,-73.9775,3
40.7421,-74.0046,0
40.7248,-73.9806,0
40.6933,-73.9887,0
40.7604,-73.9866,3
40.7578,-73.9833,3
40.7505,-73.9789,3
40.7425,-74.0073,0
40.708,-74.0068,0
40.7647,-73.9657,3
40.7731,-73.8855,1
40.7629,-73.9791,3
40.7419,-74.004,0
40.7248,-73.9948,0
40.7418,-74.0038,0
40.6807,-73.958,0
40.7274,-74.0056,0
40.737,-73.9887,0
40.7863,-73.9777,3
40.7151,-74.0068,0
40.7475,-73.9844,3
40.7499,-74.005,3
40.7587,-73.9853,3
40.7096,-74.0119,0
40.7578,-73.9599,3
40.7653,-73.9791,3
40.6466,-73.7898,4
40.7304,-73.9904,0
40.7413,-73.9866,0
40.704,-73.9312,0
40.752,-73.9794,3
40.7231,-73.9988,0
40.7434,-73.9786,3
40.7437,-73.9996,0
40.7055,-74.0069,0
40.7644,-73.9811,3
40.8152,-73.9413,3
40.7382,-73.9881,0
40.7585,-73.9817,3
40.7256,-73.9964,0
40.7475,-74.0103,0
40.7653,-73.9528,3
40.806,-73.954,3
40.7184,-73.995,0
40.7605,-73.9936,3
40.6785,-73.9774,0
40.8022,-74.0619,3
40.7562,-73.9725,3
40.7531,-73.9793,3
40.7017,-73.9827,0
40.7657,-73.972,3
40.7606,-73.9746,3
40.7496,-73.9757,3
40.7633,-73.9563,3
40.7517,-73.913,1
40.7502,-73.9776,3
40.7329,-73.9899,0
40.7164,-73.9638,0
40.7188,-73.9948,0
40.7774,-73.9492,3
40.7404,-74.0079,0
40.755,-73.9811,3
40.7561,-73.9769,3
40.719,-74.0119,0
40.7716,-73.982,3
40.7591,-73.9756,3
40.7591,-73.9192,1
40.7631,-73.9625,3
40.7441,-73.9834,3
40.741,-73.9884,0
40.7844,-73.954,3
40.755,-73.9727,3
40.7114,-74.0173,0
40.7484,-74.0037,0
40.7732,-73.8856,1
40.7262,-73.999,0
40.7568,-73.9699,3
40.7323,-74.0022,0
40.7742,-73.9823,3
40.6449,-73.7821,4
40.6149,-74.0059,0
40.7311,-74.0067,0
40.8009,-73.9708,3
40.7648,-73.9761,3
40.7445,-73.992,3
40.7767,-73.9618,3
40.757,-73.9828,3
40.7158,-74.009,0
40.7611,-73.9793,3
40.7149,-74.0071,0
40.7264,-74.0022,0
40.7559,-73.9826,3
40.747,-73.9899,3
40.7736,-73.8843,1
40.7583,-73.9733,3
40.7761,-73.9531,3
40.6943,-73.965,0
40.7359,-74.0019,0
40.7249,-73.9983,0
40.7216,-73.9994,0
40.6752,-73.9677,0
40.7835,-73.9792,3
40.705,-74.0077,0
40.7081,-74.0063,0
40.7401,-74.0053,0
40.7525,-73.9725,3
40.7313,-73.9888,0
40.7437,-73.9839,3
40.723,-74.0,0
40.6954,-74.1779,2
40.7484,-73.9749,3
40.7212,-73.9877,0
40.7308,-74.0053,0
40.7272,-73.9862,0
40.7496,-73.9795,3
40.7257,-74.0,0
40.7663,-73.9524,3
40.7397,-73.9952,0
40.7282,-74.002,0
40.7758,-73.9765,3
40.7614,-73.9781,3
40.7447,-73.981,3
40.7405,-74.0442,0
40.7587,-73.9932,3
40.6409,-74.0186,0
40.7392,-74.0029,0
40.7362,-74.0291,0
40.7157,-73.9602,0
40.7524,-73.9724,3
40.7212,-74.0014,0
40.9182,-73.8512,1
40.7168,-74.012,0
40.7171,-74.0046,0
40.7765,-73.96,3
40.7621,-73.972,3
40.7148,-74.0094,0
40.722,-74.0041,0
40.7685,-73.8626,1
40.7591,-73.9768,3
40.7457,-74.0052,0
40.7406,-73.9903,0
40.6719,-73.9592,0
40.7591,-73.9747,3
40.7499,-73.9979,3
40.7385,-73.9834,0
40.7267,-74.009,0
40.6879,-74.1814,2
40.779,-73.9825,3
40.7138,-74.0414,0
40.76,-73.9915,3
40.7168,-73.9977,0
40.6569,-73.9536,0
40.7042,-74.0091,0
40.7277,-74.0034,0
40.7749,-73.9628,3
40.7066,-74.0177,0
40.7544,-73.9695,3
40.7572,-73.977,3
40.7399,-73.9908,0
40.7176,-74.0056,0
40.7891,-73.9703,3
40.7231,-73.9976,0
40.6729,-73.9931,0
40.7421,-73.9986,0
40.747,-73.986,3
40.7077,-73.8279,4
40.7576,-73.9726,3
40.7759,-73.9899,3
40.6936,-73.956,0
40.7575,-74.0009,3
40.7556,-73.9709,3
40.7409,-73.9837,0
40.7459,-73.9752,3
40.727,-73.9917,0
40.7646,-73.9839,3
40.7718,-73.9513,3
40.7598,-73.9859,3
40.7932,-73.9726,3
40.8007,-73.9662,3
40.7082,-74.001,0
40.7252,-73.9891,0
40.6883,-73.9457,0
40.7306,-73.9501,3
40.6783,-73.9486,0
40.7962,-73.9496,3
40.761,-73.9702,3
40.7638,-73.9809,3
40.7322,-73.9866,0
40.6202,-74.0241,0
40.7989,-73.9686,3
40.7679,-73.867,1
40.7632,-73.9818,3
40.7324,-74.0054,0
40.7208,-74.0002,0
40.7506,-73.9866,3
40.7131,-73.9616,0
40.748,-74.0066,0
40.733,-73.9981,0
40.7808,-73.9489,3
40.7766,-73.9886,3
40.7167,-74.0118,0
40.6969,-73.9746,0
40.7629,-73.9782,3
40.7272,-74.0045,0
40.7656,-73.9699,3
40.7093,-74.005,0
40.7459,-73.9555,3
40.6449,-73.7824,4
40.7236,-74.0109,0
40.7239,-73.8928,1
40.7431,-74.0075,0
40.7522,-73.988,3
40.7353,-73.9941,0
40.7546,-73.9917,3
40.7382,-73.9917,0
40.7843,-73.9776,3
40.7509,-74.0059,3
40.7646,-73.9777,3
40.741,-73.9859,0
40.7367,-74.0012,0
40.7657,-73.9775,3
40.7548,-73.9878,3
40.7187,-74.0093,0
40.7938,-73.9726,3
40.7078,-74.0087,0
40.7403,-74.0059,0
40.7507,-73.9382,3
40.7675,-73.9666,3
40.7314,-73.9751,0
40.707,-74.0074,0
40.779,-73.9626,3
40.7649,-73.9725,3
40.7236,-74.0061,0
40.7757,-73.9527,3
40.7785,-73.9611,3
40.7592,-73.9614,3
40.7534,-73.9112,1
40.7072,-74.0095,0
40.7177,-74.0003,0
40.7608,-73.9843,3
40.8507,-73.9427,1
40.7575,-73.8791,1
40.7384,-74.0038,0
40.7614,-73.979,3
40.7831,-73.9562,3
40.7605,-73.9819,3
40.5796,-73.9681,0
40.7204,-74.001,0
40.7712,-73.9636,3
40.7698,-73.9806,3
40.7552,-73.9903,3
40.7077,-74.0098,0
40.7658,-73.9804,3
40.7447,-73.9837,3
40.7179,-74.0002,0
40.7648,-73.9843,3
40.7373,-73.9887,0
40.6776,-73.9813,0
40.7648,-73.9684,3
40.795,-73.9622,3
40.7741,-73.9823,3
40.7194,-73.9996,0
40.7497,-73.974,3
40.6831,-73.9748,0
40.7585,-73.9689,3
40.8121,-73.9305,1
40.7547,-73.9897,3
40.7461,-73.9799,3
40.7645,-73.9616,3
40.7528,-73.9682,3
40.7273,-73.9824,0
40.7261,-73.993,0
40.7446,-73.995,0
40.7314,-74.0041,0
40.7357,-74.0068,0
40.7356,-73.9876,0
40.7871,-73.968,3
40.7209,-73.9582,0
40.719,-73.9832,0
40.774,-73.8718,1
40.7321,-74.0022,0
40.7322,-73.9865,0
40.7589,-73.9742,3
40.7168,-74.0085,0
40.7437,-73.9839,3
40.7622,-73.9724,3
40.7417,-73.9958,0
40.774,-73.8726,1
40.6899,-73.9662,0
40.7547,-73.9662,3
40.7687,-73.9661,3
40.7372,-74.0015,0
40.7094,-74.0086,0
40.7307,-73.9905,0
40.6457,-73.7767,4
40.7748,-73.988,3
40.7685,-73.8625,1
40.7625,-73.9753,3
40.7606,-73.98,3
40.6815,-73.9884,0
40.695,-73.851,4
40.7329,-74.0057,0
40.7578,-73.9604,3
40.748,-73.9887,3
40.6879,-74.1813,2
40.7431,-74.0075,0
40.74,-73.9895,0
40.7759,-73.9441,3
40.7226,-74.0082,0
40.708,-74.0136,0
40.6967,-73.9841,0
40.7404,-74.0053,0
40.7684,-73.8624,1
40.7554,-73.9732,3
40.7243,-73.9934,0
40.7893,-73.9756,3
40.7389,-73.9855,0
40.7079,-74.006,0
40.7444,-73.9747,3
40.7395,-73.9809,0
40.756,-73.9874,3
40.7303,-73.9525,3
40.645,-73.782,4
40.7378,-73.9924,0
40.7464,-73.9933,3
40.7553,-73.9875,3
40.7529,-73.9836,3
40.7749,-73.9886,3
40.7141,-74.0095,0
40.7598,-73.9899,3
40.6415,-73.7885,4
40.7651,-73.9578,3
40.6736,-73.9918,0
40.72,-74.0054,0
40.7111,-74.0056,0
40.7096,-74.0147,0
40.7749,-73.9588,3
40.7052,-74.0135,0
40.7627,-73.9736,3
40.7344,-73.9898,0
40.7354,-73.9867,0
40.7555,-73.9735,3
40.6829,-73.9767,0
40.7163,-74.0048,0
40.7257,-73.9498,0
40.7509,-73.9908,3
40.7646,-73.9736,3
40.7412,-73.9897,0
40.7485,-74.0036,3
40.7582,-73.9816,3
40.7429,-74.0075,0
40.7065,-74.0094,0
40.8053,-74.0778,3
40.7522,-73.9736,3
40.7702,-73.9818,3
40.7215,-73.9888,0
40.7418,-73.9907,0
40.7552,-73.9752,3
40.7788,-73.9558,3
40.7087,-74.0116,0
40.7388,-73.9888,0
40.7388,-74.0026,0
40.7396,-74.029,0
40.7564,-73.9747,3
40.7853,-73.9814,3
40.7592,-73.9646,3
40.7171,-74.0046,0
40.7889,-73.9757,3
40.7284,-74.0071,0
40.6735,-73.9916,0
40.7886,-73.9669,3
40.6856,-73.9816,0
40.7745,-73.9837,3
40.7447,-73.9908,3
40.7794,-73.9835,3
40.8184,-73.9267,1
40.6834,-73.9628,0
40.7569,-73.9733,3
40.7776,-73.951,3
40.7393,-73.9897,0
40.722,-73.9833,0
40.7159,-74.0056,0
40.7227,-73.9492,0
40.7209,-73.987,0
40.7517,-73.9761,3
40.7081,-74.0066,0
40.7542,-73.9931,3
40.6776,-73.9626,0
40.7607,-73.9985,3
40.7065,-74.0065,0
40.7629,-73.974,3
40.7768,-73.9597,3
40.7326,-73.9969,0
40.7081,-74.0068,0
40.7509,-73.9865,3
40.72,-73.997,0
40.7451,-73.9949,0
40.7145,-73.9872,0
40.6449,-73.7822,4
40.7804,-73.9539,3
40.7167,-74.0085,0
40.7331,-74.0042,0
40.7253,-73.9951,0
40.7594,-73.8937,1
40.6461,-73.7768,4
40.7458,-73.9815,3
40.7367,-73.9912,0
40.7256,-73.9949,0
40.767,-73.969,3
40.7151,-74.0159,0
40.7619,-73.9838,3
40.7318,-73.9934,0
40.741,-74.0056,0
40.6449,-73.7824,4
40.7675,-73.9803,3
40.7248,-74.0094,0
40.6415,-73.7887,4
40.724,-73.9925,0
40.7626,-73.9726,3
40.7696,-73.9893,3
40.7497,-73.9756,3
40.6926,-73.9917,0
40.7337,-73.9995,0
40.7773,-73.9602,3
40.7025,-74.0131,0
40.743,-73.9926,0
40.7591,-73.9793,3
40.7345,-74.1652,2
40.738,-74.0094,0
40.7296,-74.0023,0
40.7731,-73.8856,1
40.7244,-73.9833,0
40.6792,-73.9816,0
40.745,-73.9899,3
40.7372,-74.0015,0
40.7567,-73.9722,3
40.7381,-73.9908,0
40.7855,-73.9532,3
40.6371,-73.8855,4
40.7517,-73.9765,3
40.7304,-73.9802,0
40.7446,-73.9915,3
40.7546,-73.9775,3
40.7261,-74.0014,0
40.7182,-73.9846,0
40.7407,-74.0069,0
40.7562,-73.9981,3
40.7545,-73.9802,3
40.7293,-73.992,0
40.713,-73.9441,0
40.753,-73.9797,3
40.6938,-73.9904,0
40.7694,-73.9557,3
40.759,-73.9704,3
40.7621,-73.9778,3
40.7683,-73.9823,3
40.763,-73.9748,3
40.6855,-73.9673,0
40.7518,-74.0051,3
40.7191,-74.0103,0
40.7165,-73.9916,0
40.7625,-73.9684,3
40.7916,-73.9531,3
40.728,-73.9863,0
40.7263,-73.9934,0
40.7075,-74.0042,0
40.7151,-74.0064,0
40.7457,-74.0053,0
40.7492,-73.9924,3
40.7376,-74.0318,0
40.7786,-73.9475,3
40.7548,-73.9878,3
40.7739,-73.8717,1
40.766,-73.9771,3
40.7256,-74.002,0
40.7618,-73.9745,3
40.7399,-73.9469,3
40.7262,-73.9918,0
40.7664,-73.9683,3
40.741,-73.9982,0
40.7398,-73.9814,0
40.6874,-73.9899,0
40.7715,-73.9648,3
40.7618,-73.9726,3
40.7216,-73.9564,0
40.7331,-73.9913,0
40.7197,-74.0106,0
40.7418,-73.9894,0
40.7509,-73.9799,3
40.7082,-74.0064,0
40.7644,-73.9783,3
40.8515,-73.9295,1
40.7746,-73.9584,3
40.7473,-73.9916,3
40.7686,-73.8625,1
40.7467,-73.9801,3
40.7473,-73.9721,3
40.7031,-73.9859,0
40.7025,-74.0123,0
40.7685,-73.8625,1
40.7493,-73.9944,3
40.7211,-74.0051,0
40.7676,-73.9119,1
40.711,-74.0061,0
40.7488,-73.9922,3
40.7075,-74.0091,0
40.7268,-73.9945,0
40.7475,-73.9435,3
40.7606,-73.9991,3
40.7194,-73.9989,0
40.765,-73.9945,3
40.7661,-73.9638,3
40.7709,-73.9621,3
40.7714,-73.9542,3
40.7217,-73.9987,0
40.73,-74.0006,0
40.7603,-73.9713,3
40.724,-73.9963,0
40.6751,-73.9985,0
40.7549,-73.9991,3
40.7214,-74.011,0
40.7429,-73.9886,3
40.7601,-73.9888,3
40.7403,-73.9961,0
40.7553,-73.9775,3
40.7657,-73.9807,3
40.7872,-73.9544,3
40.7614,-73.9998,3
40.7076,-74.0064,0
40.7302,-74.0041,0
40.7622,-73.9824,3
40.7656,-73.9805,3
40.7291,-73.9815,0
40.7319,-74.0027,0
40.7207,-73.9949,0
40.7523,-73.9693,3
40.7052,-74.0165,0
40.7201,-74.0039,0
40.7559,-73.9861,3
40.7362,-73.985,0
40.7739,-73.8717,1
40.7199,-74.0001,0
40.7114,-74.0055,0
40.7363,-73.9909,0
40.7743,-73.9809,3
40.7226,-74.008,0
40.7758,-73.9583,3
40.735,-73.988,0
40.7202,-73.9887,0
40.7552,-73.989,3
40.7163,-74.0001,0
40.7381,-73.9921,0
40.729,-73.9518,3
40.7266,-73.996,0
40.6951,-74.1773,2
40.7483,-74.0057,0
40.7528,-73.997,3
40.7771,-73.9579,3
40.7043,-74.0092,0
40.7538,-73.9782,3
40.7668,-73.9528,3
40.7587,-73.973,3
40.7656,-73.9804,3
40.7271,-74.0048,0
40.7413,-73.9896,0
40.7371,-73.9794,0
40.7609,-73.9692,3
40.7156,-74.0062,0
40.6754,-73.9887,0
40.7716,-73.9826,3
40.7548,-73.9644,3
40.6467,-73.7897,4
40.8587,-73.9299,1
40.767,-73.9856,3
40.7259,-73.9888,0
40.7111,-73.9413,0
40.7271,-74.0345,0
40.7392,-73.9912,0
40.7498,-74.0051,3
40.7325,-73.9769,0
40.7285,-73.9943,0
40.7201,-73.9881,0
40.7503,-73.9795,3
40.718,-73.9551,0
40.7118,-73.9499,0
40.755,-74.0025,3
40.7623,-73.986,3
40.7364,-73.9944,0
40.7643,-73.9884,3
40.7543,-73.9944,3
40.723,-73.9988,0
40.7149,-74.0359,0
40.7177,-74.0131,0
40.7257,-74.0057,0
40.7334,-73.9971,0
40.7337,-73.9953,0
40.7626,-73.9732,3
40.7584,-73.9852,3
40.7239,-73.997,0
40.7174,-74.016,0
40.7516,-73.9685,3
40.7798,-73.9542,3
40.7503,-73.9943,3
40.7346,-73.9908,0
40.7552,-73.9809,3
40.8994,-73.901,1
40.761,-73.9796,3
40.7744,-73.9459,3
40.7388,-74.0076,0
40.6881,-74.183,2
40.7582,-73.9747,3
40.7053,-74.0134,0
40.7244,-73.9976,0
40.69,-73.9983,0
40.7317,-74.0015,0
40.6434,-73.7898,4
40.7231,-74.0062,0
40.7569,-73.9864,3
40.7881,-73.9748,3
40.7183,-74.007,0
40.7791,-73.9766,3
40.6936,-73.9872,0
40.7582,-73.9775,3
40.7661,-73.9835,3
40.6599,-73.9894,0
40.8073,-73.9643,3
40.6889,-73.9888,0
40.7448,-73.9888,3
40.6747,-73.9763,0
40.7732,-73.9547,3
40.7655,-73.9792,3
40.7519,-73.9876,3
40.7201,-74.0052,0
40.7281,-74.001,0
40.7169,-74.0059,0
40.7545,-73.9849,3
40.7078,-74.01,0
40.7465,-73.9471,3
40.7448,-73.9534,3
40.6474,-73.8021,4
40.7556,-73.991,3
40.7822,-73.9506,3
40.7435,-73.9924,0
40.877,-73.8749,1
40.7694,-73.9894,3
40.7538,-73.9806,3
40.7484,-74.0017,3
40.7468,-73.9745,3
40.7438,-74.0062,0
40.7394,-74.0064,0
40.7517,-73.9822,3
40.7022,-73.962,0
40.705,-73.9336,0
40.728,-74.0055,0
40.756,-73.9736,3
40.6815,-74.0024,0
40.7132,-73.952,0
40.7622,-73.9698,3
40.7283,-73.9992,0
40.6949,-73.9834,0
40.7166,-73.9947,0
40.7613,-73.9731,3
40.732,-74.0102,0
40.7659,-73.9719,3
40.754,-73.9685,3
40.7227,-73.998,0
40.694,-73.9523,0
40.7272,-74.0073,0
40.7562,-73.9768,3
40.7371,-73.9865,0
40.7246,-73.9974,0
40.7515,-73.9844,3
40.7593,-73.9651,3
40.755,-73.98,3
40.7347,-73.9982,0
40.6768,-74.0149,0
40.7334,-74.0029,0
40.7353,-74.0099,0
40.779,-73.9559,3
40.7726,-73.9169,1
40.7304,-74.0045,0
40.759,-73.9727,3
40.7579,-73.9663,3
40.7566,-73.9774,3
